Mixture Label,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
1,63.335912850946215,48.97210939056474,5.649104943887969,24.716147154492262,15.686509528499698,5.23482553185454,10.931459538470136,9.522833954887684,7.1596634258782075,12.997043669410488,9.953662904249875,7.432624522216869,6.9159285383677,12.060695341364948,8.688671524097373,7.7600611623838365,9.92800073206206,7.5546893977648395,5.586681917457833,8.529749759246357,27.319743249470008
2,63.836526131927144,58.081646515726305,5.387856018037525,20.899606088315238,12.127088394244083,7.651384916970791,17.266270278014616,9.798748863369049,9.046160506195775,16.43708112545056,10.814445663703879,7.7411536239484295,7.1094163140873565,13.531114250604276,8.306087263042883,7.935540279595287,14.236385470187372,6.384783126884326,6.037996030857107,11.162390645217975,23.882661758705495
3,58.38337591765173,49.58889903596932,4.603147629586149,22.989771669225206,13.24290127623982,5.385351821298769,12.468091150201133,9.522833954887684,6.88936173622443,14.901926634954464,8.776784298362571,7.7411536239484295,6.568499606522566,11.583425504640417,8.270224519943525,7.7600611623838365,10.624689940370857,7.5546893977648395,4.474914495926084,8.863851438646265,27.319743249470008
4,58.543993776457,47.28495388369289,4.603147629586149,19.872546524384177,11.364360296305847,1.938123950467613,3.6292362308731185,9.522833954887684,6.88936173622443,12.548839970199111,8.776784298362571,7.432624522216869,6.568499606522566,10.794776129020846,6.635598143434294,7.7600611623838365,5.825890820523696,7.5546893977648395,4.86614535951678,8.529749759246357,27.319743249470008
5,64.98042060634344,51.22001034725581,4.728579848925583,22.43175927942019,12.018324222634249,5.385351821298769,12.468091150201133,8.380585891712773,5.829305253906519,14.901926634954464,10.814445663703879,7.7411536239484295,7.1094163140873565,11.583425504640417,8.270224519943525,7.739808226218032,10.624689940370857,6.384783126884326,6.037996030857107,10.426623291179673,21.36824394055259
6,64.98042060634344,51.22001034725581,4.728579848925583,22.43175927942019,12.018324222634249,1.9297102269616033,4.482680060539508,8.035554480513039,5.829305253906519,12.496695324825907,10.814445663703879,7.5869080024312385,7.1094163140873565,10.530291243629819,6.8660858478183115,6.656759122777418,5.91053064926507,6.384783126884326,6.037996030857107,10.426623291179673,21.36824394055259
7,62.97552727783551,51.55731619839375,5.387856018037525,17.41008094651818,10.438596400078097,5.23482553185454,10.931459538470136,9.71674848227573,6.541082838770151,12.565566186482059,12.316274973344726,7.3015545602826695,6.463806735108028,11.776863463219541,7.869867781737042,7.577226575254334,9.92800073206206,6.760892890934397,4.527442434499408,11.549655034384202,22.986717712392135
8,61.44496571547563,47.38096168573492,4.9750473770345645,22.778801920321428,13.924885073662438,1.968657820510849,4.079807523050789,8.672366709965818,7.071443470886592,11.858545142506586,10.814445663703879,7.371955281872175,6.520883607845546,11.10257616847636,7.217564600517704,7.851261558640334,5.852467427689476,6.829873140735604,4.784844898984156,8.6349826585414,27.163794464092916
9,64.7694662363121,53.6467242553673,5.507091104491269,27.39779152729494,15.686509528499698,7.651384916970791,17.266270278014616,9.798748863369049,7.20095039267386,16.43708112545056,16.08155047006587,7.595967152445928,7.1094163140873565,13.39729253016938,8.306087263042883,7.935540279595287,14.236385470187372,6.760892890934397,6.428758765020442,10.426623291179673,24.63621874262543
10,64.24854996257079,53.6467242553673,5.507091104491269,27.39779152729494,15.263064913195933,7.651384916970791,17.266270278014616,9.798748863369049,7.20095039267386,16.43708112545056,10.814445663703879,7.712992115822285,7.1094163140873565,13.39729253016938,8.306087263042883,7.935540279595287,14.236385470187372,6.384783126884326,6.428758765020442,10.426623291179673,23.882661758705495
