Mixture Label,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
1,62.97552727783551,49.058396764532745,4.43698533767036,16.09486694852717,6.921962306002001,1.6740302051077052,2.5802399768037105,8.476414975554945,6.541082838770151,8.50369478700955,7.474964458450245,7.129416454372869,6.264709705688798,10.235213653117142,4.58924527556897,7.49156815538213,4.739206679908804,6.1385637242779225,4.527442434499408,8.6349826585414,25.698671699589994
2,59.056655006186986,46.61222770620883,4.603147629586149,17.41008094651818,10.438596400078097,1.6320356307182493,2.4515239484478144,9.522833954887684,4.986504294151963,8.265386086880781,7.096752072674207,6.872153151489519,6.568499606522566,8.217933055394553,4.212150383743193,6.401234386402,4.686001352310839,4.959378054433266,3.635247993023407,8.039263561231639,22.569001362611374
3,64.04568880246228,47.38096168573492,4.561474952945884,18.88861289502779,11.64038341577185,1.8034136310011704,3.546704780028435,7.482705382760898,5.819053984938776,10.086119586053712,6.310247867444964,7.256365084792212,6.416055889929698,8.195365567954468,4.56092774983469,6.83275532706775,5.69196791547121,3.719983495847444,4.86614535951678,6.79495621929524,22.588469212622186
4,64.04568880246228,58.081646515726305,5.006529226795807,22.43175927942019,10.438596400078097,1.6946101197055867,3.5291398543864148,9.522833954887684,9.046160506195775,12.565566186482059,7.096752072674207,6.886200887790132,6.6295385818853925,11.553102444267694,7.869867781737042,6.862425370453568,5.798924638724259,4.430131059454503,5.38199347154899,11.162390645217975,23.113890185314887
5,62.95112328153908,46.002920550803765,5.006529226795807,19.291809626982797,8.185328688419702,1.6094585734566849,2.5808079733297546,6.868039385259852,6.253682937500471,8.642736865823395,6.51408977762069,6.756401317219679,6.6295385818853925,9.484980854620716,4.444381590893215,6.471325519831157,4.4377321094970625,5.674629811877175,5.546121924191896,7.261127210869881,21.167318792210523
6,62.97552727783551,49.058396764532745,4.406709965859917,16.09486694852717,8.391668695022474,1.968657820510849,4.079807523050789,7.482705382760898,6.541082838770151,11.858545142506586,6.987206764274212,7.15991549993082,5.983035756327453,11.10257616847636,6.3363288697264295,7.143742658140582,5.813991063891919,5.7276578508373746,4.527442434499408,6.964870148151161,22.986717712392135
7,61.08198948043719,58.081646515726305,5.006529226795807,19.291809626982797,8.576604695971412,2.3406918599383033,4.909149735625093,7.966840137695417,9.046160506195775,10.413388593509055,7.340571791291694,7.802979300691077,6.6295385818853925,8.917598565158215,5.242755982094025,7.051249123692824,5.276892888950826,5.246386278780044,5.38199347154899,11.162390645217975,23.113890185314887
8,58.543993776457,47.38096168573492,3.241829418104339,21.935410551228188,12.948980181334036,1.5744287993159318,2.9474933287513636,6.518372416149045,5.949148435430416,10.086119586053712,8.594478209848738,7.0349985329224625,5.737302299508659,8.999527187844052,4.291333567543319,6.719974883293739,5.128576717936966,4.835827518047914,4.86614535951678,6.964870148151161,22.986717712392135
9,64.98042060634344,46.61137380023426,4.584310278524451,19.660627047748847,11.130254994289885,1.968657820510849,4.079807523050789,8.177489976513659,6.253682937500471,10.747770046462776,8.594478209848738,7.15991549993082,6.586603637653344,9.522890877452397,5.674245043493073,7.143742658140582,5.813991063891919,5.674629811877175,5.546121924191896,6.978800075149702,21.627232972714324
10,60.294993499110205,47.37110652312843,5.507091104491269,23.451145653159813,14.626857228341578,1.8034136310011704,3.5379756501072706,7.6978204434588555,5.819053984938776,12.154095579322444,8.594478209848738,7.256365084792212,6.710869114332257,11.452511655948854,7.973647165734548,6.862425370453568,5.991563724145493,4.959378054433266,4.216390911106595,8.039263561231639,22.588469212622186
11,64.98042060634344,58.081646515726305,5.507091104491269,19.660627047748847,11.130254994289885,1.789354174344652,3.546704780028435,8.672366709965818,9.046160506195775,11.858545142506586,6.816660811472531,7.020343988527834,6.710869114332257,11.10257616847636,6.3363288697264295,7.851261558640334,5.779157441197256,6.829873140735604,5.38199347154899,11.162390645217975,27.163794464092916
12,69.367066069131,58.081646515726305,4.202012409126692,23.451145653159813,14.626857228341578,4.657153171636772,10.216728404659719,8.476414975554945,9.046160506195775,13.728259264242098,7.5800158568246445,7.129416454372869,6.2675285087427275,10.910981427397388,7.4650302634851755,7.49156815538213,10.598967108829484,3.6538617195115606,5.38199347154899,11.162390645217975,25.698671699589994
13,62.95112328153908,48.9402243614166,4.580264105005045,22.43175927942019,8.274913956258217,5.23482553185454,10.931459538470136,8.94559072384251,7.071443470886592,12.100093425515553,8.838474533189626,7.3015545602826695,6.3376332805257185,10.889884641081977,6.0318398919554,7.851261558640334,9.92800073206206,6.829873140735604,4.784844898984156,7.585972322252288,27.163794464092916
14,62.97552727783551,49.058396764532745,4.603147629586149,22.43175927942019,8.274913956258217,2.0559027601327244,3.5379756501072706,9.522833954887684,6.541082838770151,12.565566186482059,7.340571791291694,7.170948791454256,6.586603637653344,11.553102444267694,7.973647165734548,7.607911455819448,5.991563724145493,5.246386278780044,4.527442434499408,8.202008535552991,22.800599235643602
