Mixture Label,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
1,59.25951217865541,43.58194443838174,3.591831672845813,11.520893622035587,3.900763763683301,1.1871720673646582,1.7816887372738854,7.2883651514069125,5.215049108100986,7.9768863124079665,5.53650752392652,6.826831831718557,5.953877871157511,8.220566465081383,3.4474220840077905,6.320636557173788,4.296842121427964,4.2872832724454835,3.234910565886717,5.703143545460692,20.368776704814728
2,55.217485282822544,42.782441622208594,3.2511667008069987,14.545881760476254,5.184318738595903,1.2630211207068585,1.9161573445790594,6.50223006239459,4.792605643894443,7.467630669837925,5.916609525988281,6.508417451323749,5.946316853527925,7.566383158805104,3.382618267655596,5.731427741998472,3.935807116608987,3.90179713667476,2.876476514108359,7.1672323934733075,19.70106691454684
3,58.1958463017785,43.757364989568764,2.7167149839153657,15.365079287767271,7.556869611969765,1.4778403150903077,2.5431501901198765,5.798415097497285,5.276987980171364,8.571477467832821,4.466300639806444,6.859590258339864,5.4529013953370935,7.27718527171008,3.678470104583409,6.105863942841366,4.853892860361587,2.7128717252345638,3.532550385446346,6.086087286804333,20.501983687535812
4,56.8095800740142,46.347771166651306,3.866570611611282,16.371923873548113,6.2887246582167915,1.2381422583197106,1.9566910842953702,7.026992858562148,5.483089546053459,7.547417627617422,4.912814292018093,6.614063232953755,6.11110602588454,7.173339246457516,3.263286198619852,5.777871029176161,4.09278154380858,3.3152756471171876,3.466676777166719,6.956673941862198,19.057174182319287
5,58.442972254481745,42.08659689336185,4.166999883657084,12.990512598829781,4.761646167930365,1.276498701965675,1.9402848498494372,6.7654532559844345,5.133098717104776,7.508646115643359,6.063639701534326,6.549988692873743,6.429427539855391,8.325686235951338,3.4849919305907946,6.073512889014001,4.001316975393646,3.7598758171670017,3.3741266282648628,6.3129350303392595,18.875348910800675
6,57.502752145086866,42.85630963250892,2.842760434520848,12.555434553211285,4.874107133171265,1.4719717958317453,2.562902422022662,6.01495160996857,5.1948972286889346,8.676394284090852,4.325450807298814,6.963783412912388,5.4605539849805735,8.326192315820554,4.220743945937116,6.366726445952647,4.9660589876065275,3.3001173367001138,3.843797190860608,5.341410180891732,20.046916492915273
7,51.809012263121325,43.903004602367574,3.2111866958024122,13.742771063664984,6.619435012850845,1.481471902076915,2.273287047868917,6.815030826328458,5.524292100325543,7.392269523229795,3.95813804387189,6.876889723093717,5.8795112100561715,6.461365168405966,2.9022428305361245,6.315650331180157,4.01837127793086,3.1597753119003977,3.3354802206441363,6.726613643188943,20.490639650358762
8,54.465709830484926,43.88372965672343,2.267455600653485,16.13699520292563,8.925055119721742,1.4012527405469926,2.3822895520771765,4.790417065229339,5.273807396068056,8.48281299158251,4.033328705442729,6.797700411589652,5.2550472194241005,7.29380566023894,4.0168960690693325,5.8338462184400575,4.778211488479468,2.8142874343508666,3.655130882038537,6.452167062799786,19.727261584369245
9,55.22449799167576,40.8539288893002,2.7228994388129992,12.48102333133389,4.520986448655988,1.2457762069105038,2.028578236177487,5.331983610390757,5.218446879461227,7.510583464260565,6.167496947702533,6.594012976856085,5.737903495548726,8.476785483930124,4.1056601317573405,6.162604291665754,4.200485489118843,3.9777196143194993,3.3587418502425948,6.125548091735147,19.530043896623372
10,55.05004148793369,42.75349818584981,3.368871664882394,14.88830013483435,6.142664794485556,1.383603981305086,2.4078468971003884,5.905917495612776,4.979073357326652,8.386817676314687,5.251094574278826,6.675578499939937,5.7956603482247715,8.0276359859464,4.271355148033897,5.839287351480256,4.540635553436041,3.159456909510045,2.946396542386322,6.09595721865293,19.181023585799796
11,57.58058382012636,43.91303688730329,3.017641170675253,13.963745960366207,5.733119321627288,1.2614915123531816,2.0698625010044935,6.3063977652409235,5.650653632435605,7.629566696777085,4.812355979116942,6.7568048864282035,5.736236803833899,7.524457438197078,3.4954710285421724,6.290040218336463,4.387179471438111,3.3872825284825225,3.5689457958935633,6.28065791097913,19.951148439587335
12,59.147702462851576,44.231262504012385,3.223892329893657,14.587162889402654,7.25169355418321,1.7834513624704122,3.0855473472678008,6.887333019050746,5.473206855540383,8.111560317019956,4.429629843728037,6.840102016777775,5.767057360442391,7.0537990604210945,3.335960841578924,6.270299021993871,4.994632940540273,2.8366359776072856,2.9041882029788506,6.655299165818607,20.442660493864835
13,59.341156072061985,39.96973466188099,2.817111788352934,10.850498827060164,4.4109755796026615,2.4193671723878976,4.338057896391642,7.33429875590097,5.007124290639248,8.465810662006762,5.92162335354939,6.889242680211882,5.64445790965722,7.802286648027612,3.774639367184274,6.773966631673938,5.81346556603038,3.266667811625159,2.996249775717735,5.721070615049483,20.892639371728965
14,57.15699451527729,44.10239014329527,3.794171680753388,13.559306025377333,4.12507322672293,1.3273806913780468,2.1614164644504514,7.183349931471971,5.167861449925171,7.960449065448193,5.585064069667993,6.690577597343504,6.0887175638660285,8.019275296630108,3.901382348077695,6.121466975386918,4.271095181678659,3.3678645951724917,3.081892561802448,6.414921448109341,20.004757784469337
