Mixture Label,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
1,52.95762052920328,41.90745936641821,3.03567891953114,12.989917888648352,5.311645688869492,1.4996910205240321,2.8042077162953154,6.184659950943996,4.908982677172764,9.15695871911346,5.023382356694617,6.816957005274199,5.61132058265015,8.352656551998148,4.671312098952752,6.00925454695429,4.949875967792308,3.253874759638543,2.7789071286703684,5.604798954239653,19.30707042869918
2,54.16537632311746,39.95245904008364,2.8562209224992543,10.594257264422774,4.339441780180422,2.1582784211554746,4.066822536746007,6.472513930746727,4.766401784892731,9.075667438466592,5.756561213192213,6.895634160433991,5.588653930801734,8.501938998277312,4.524915681887094,6.502802725823274,5.61262921962775,3.2456280379036664,2.863480620441461,5.6690269964800795,19.299381696089103
3,51.97345290560863,40.87827924256362,2.793963558295001,11.706299903994392,4.815456633824288,1.7235322998339526,3.433528148041593,6.360816640107943,4.848586896025611,9.547537224663838,4.687771092237957,6.923475373222193,5.5296025910524165,8.285564032809626,4.598713371372549,6.137619535510431,5.161851717066726,3.2773056712312054,2.9346251189474173,5.393663587076665,19.612534094814855
4,52.25721638045661,42.680858437653995,2.5251419050356105,13.342924379401063,5.584629530218495,1.3536430888150293,2.4458128005214363,5.931837994540027,5.270919956243195,8.439764454781237,4.943143467771749,6.808956379972157,5.462372942956697,7.730053905500057,4.067766708892018,6.05848812958765,4.540860957772996,3.4982610091275346,3.3888784482573557,6.035036149760008,20.190896770004343
5,52.93713640863466,42.53429220932846,2.865296959376084,13.634115636028117,6.367576209496287,1.568943064821596,2.9707616054952766,6.1024656448639885,4.741296535229842,8.868031354875784,5.197871590395268,6.638480121496381,5.711910866998743,8.120872547043135,4.218998763835461,5.7957141368903375,4.908166679718813,3.456093842226166,3.23101092174754,6.245073722697416,17.94060880910571
6,52.58649335863905,43.45316294015379,2.9981903511364587,14.424849656517438,6.481296477922376,1.2233789053878794,2.172220496529114,5.852941384398536,4.806876765546317,8.627508223862929,5.063498968003551,6.623055559344662,5.740055069625965,7.9702137023297865,4.07858489662294,5.674051042049482,4.436750750608235,3.5690773344032394,3.1746515221209903,6.378939240056583,18.18280271425329
7,53.22993444062631,40.536546409146936,3.119450363302512,9.981888824001526,3.7453009790056226,1.8768087322325655,3.5049385855307618,6.625842572631688,4.795494014870949,8.514601342245324,6.1526099911262815,6.692526106212307,5.838903843164739,8.6872129174321,4.577314833867919,6.187752528017703,5.048933429310557,3.5997533399932906,3.004503303306124,6.1914887840356805,19.29687671710275
8,55.86720555155862,41.688556476646276,3.2066900307838546,12.243303074097497,5.006632946891597,1.4187325665802368,2.454497183578522,6.144080875461851,4.880987153507744,9.014480384738434,5.419087113423336,6.844905212261449,5.700620697319685,8.545899663820327,4.602750208119784,6.238286409211622,4.846157297466398,3.417924968214739,3.068480758421491,5.593306890297936,18.893234954962068
9,54.77573118708629,42.132455247592475,3.4166373870650713,13.54220554336086,5.5033445550523235,1.7095764596153484,3.292432592086081,6.416457240289855,4.770668736396605,9.164086769798867,5.423648611499192,6.7533546982336,5.77460907468113,8.506718618998718,4.50950300195107,5.874894501933371,5.197640810901215,3.1901277319747283,2.9583501518374313,5.51897682822016,18.184929734347225
10,54.90302014225003,41.65345039059907,3.455393374641939,12.990239637737655,4.874342203238285,1.5463638436445177,2.89233547472393,6.302780747741784,4.680749417002901,8.993167032055137,5.441390703723283,6.748991903085324,5.829296604517443,8.693334819436101,4.505827867602783,5.971208032471808,4.892238745224748,3.484072782488214,2.8065298759056545,5.596619438348616,18.41694822527508
