Mixture Label,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
1,65.70170476355366,48.97210939056474,5.094329055968102,24.716147154492262,15.686509528499698,5.207040384920532,11.351538809284222,9.522833954887684,5.685281410581446,12.993258867326517,16.08155047006587,7.535922787561424,6.568499606522566,13.143319005394602,8.688671524097373,7.524561847405545,10.424531782692796,5.601595620692741,5.731429792794168,11.000687320133945,22.020351695633735
2,58.62542716284088,48.97210939056474,4.272143151637368,23.879850302812144,15.141081741223786,5.068585682377375,11.351538809284222,7.189164039276228,5.366467825726147,12.808032737893157,7.340571791291694,7.535922787561424,6.48203237447905,12.060695341364948,8.688671524097373,7.524561847405545,9.749129782834189,5.246386278780044,4.7806298118470725,8.202008535552991,22.1585879495035
3,62.91985985743975,48.97210939056474,5.094329055968102,23.879850302812144,15.141081741223786,5.068585682377375,11.351538809284222,7.170212585228239,5.366467825726147,12.808032737893157,7.50322836474588,7.535922787561424,6.48203237447905,12.060695341364948,8.688671524097373,7.524561847405545,9.749129782834189,5.246386278780044,5.586681917457833,8.202008535552991,22.1585879495035
4,66.2583387102299,48.97210939056474,4.272143151637368,24.716147154492262,15.686509528499698,5.385351821298769,12.468091150201133,8.380585891712773,5.47405041237036,14.901926634954464,8.668276671939033,7.7411536239484295,6.3537230459170235,11.620503528789868,8.270224519943525,7.739808226218032,10.679834993716668,5.601595620692741,6.087492517224883,11.000687320133945,20.93644539876874
5,64.7694662363121,48.419363912900224,5.094329055968102,24.716147154492262,15.686509528499698,5.385351821298769,12.468091150201133,8.692310608417749,5.685281410581446,14.901926634954464,16.08155047006587,7.7411536239484295,6.41894517790871,13.143319005394602,8.688671524097373,7.739808226218032,10.624689940370857,4.8876160630267975,5.411921783808223,11.000687320133945,21.681538986970452
6,65.70170476355366,48.97609763919344,5.019974767567056,23.879850302812144,15.141081741223786,1.824539340785627,4.6997643150914,7.57051546350371,5.369621511401846,12.993258867326517,7.487766726727521,7.409464952373708,6.5562414285039265,12.060695341364948,8.688671524097373,6.678351782229219,6.14555548312164,5.601595620692741,6.087492517224883,11.000687320133945,20.93644539876874
7,67.0583770961444,52.03004891925204,5.094329055968102,21.8442703462527,9.03453757277498,9.492206692696563,21.06624591283355,11.112711891207585,5.685281410581446,17.79965735399182,16.08155047006587,7.634047168696474,6.5562414285039265,14.65016409545467,8.688671524097373,7.980636508831475,17.203927762112713,5.601595620692741,5.731429792794168,9.541977973893164,22.1585879495035
8,66.2583387102299,48.97609763919344,5.094329055968102,24.716147154492262,15.686509528499698,5.264995561055727,11.871033315398876,8.692310608417749,5.47405041237036,13.243869107020203,16.08155047006587,7.634047168696474,6.5562414285039265,13.143319005394602,7.869867781737042,7.4086883043803775,10.679834993716668,5.601595620692741,5.731429792794168,8.502471336634443,22.1585879495035
9,66.2583387102299,48.97210939056474,4.272143151637368,23.879850302812144,15.141081741223786,5.264995561055727,11.871033315398876,8.692310608417749,5.366467825726147,13.243869107020203,16.08155047006587,7.541323659915621,6.3537230459170235,13.143319005394602,8.24335930721952,7.4086883043803775,10.679834993716668,5.601595620692741,5.731429792794168,11.000687320133945,21.627232972714324
10,61.8256849410144,48.97609763919344,5.019974767567056,24.716147154492262,15.686509528499698,5.385351821298769,12.468091150201133,8.380585891712773,5.685281410581446,14.901926634954464,7.50322836474588,7.7411536239484295,6.5562414285039265,11.583425504640417,8.270224519943525,7.739808226218032,10.624689940370857,4.8876160630267975,6.087492517224883,8.502471336634443,22.020351695633735
